"pi" "gen_id" "country" "region" "Latitude" "Longitude" "Alt" "topsoil_pH" "subsoil_pH" "topsoil_cec" "subsoil_cec" "topsoil_nitrogen" "subsoil_nitrogen" "topsoil_sand" "subsoil_sand" "topsoil_silt" "subsoil_silt" "topsoil_clay" "subsoil_clay" "topsoil_soc" "subsoil_soc" "Ann.Mean.Tmp" "Tmp.Seas" "Mean.Diurn.Rng" "Max.Tmp.Wrm.M" "Min.Tmp.Cld.M" "Mean.Tmp.Wet.Q" "Mean.Tmp.Dry.Q" "Mean.Tmp.Wrm.Q" "Mean.Tmp.Cld.Q" "Ann.Prc" "Prc.Seas" "Prc.Wet.Q" "Prc.Dry.Q" "Prc.Cld.Q" "Prc.Wrm.Q" "Prc.Wet.M" "Prc.Dry.M" "tmean_Q1" "tmean_Q2" "tmean_Q3" "tmean_Q4" "prec_Q1" "prec_Q2" "prec_Q3" "prec_Q4" "is.minicore" "pet_min" "AridityIndex" "max_heat_index" "ann_heat_index" "coldindex.mean" "coldindex.min"
"IS13971" "IS13971.D0D0HACXX.5.250046357" "South Africa" "South Africa" -29.01502 29.87103 1189 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 163 3782 143 269 15 205 111 205 109 760 70 366 33 38 366 132 8 202 132.666666666667 128 188.333333333333 329 70 66 295 TRUE 62 5340 12.7762783612345 5.98427367331412 0.273333333333333 0.9
"IS1398" "IS1398.628NVAAXX.5.250006961" "Sudan" "East Africa" 10.36999989 30.22999954 433 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS13989" "IS13989.628NVAAXX.5.250006949" "South Africa" "South Africa" -29.01502 29.87103 1189 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS1401" "IS1401.C1AB3ACXX.7.250137261" "Pakistan" "Middle East" 25.37999916 66.90000153 171 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS14010" "IS14010.D0D0HACXX.5.250046358" "South Africa" "South Africa" -29.01502 29.87103 1189 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 163 3782 143 269 15 205 111 205 109 760 70 366 33 38 366 132 8 202 132.666666666667 128 188.333333333333 329 70 66 295 TRUE 62 5340 12.7762783612345 5.98427367331412 0.273333333333333 0.9
"IS14133" "IS14133.C1AB3ACXX.7.250138420" "Turkey" "Middle East" 40.2447222 30.02 152 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS1416" "IS1416.C1AB3ACXX.7.250137262" "India" "South Asia" 20.80999947 78.87999725 246 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS1425" "IS1425.C1AB3ACXX.7.250137263" "India" "South Asia" 10.92000008 79.81999969 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS14444" "IS14444.C1AB3ACXX.7.250138421" "India" "South Asia" 29.05000069 79.5167 243 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS14446" "IS14446.70MUKAAXX.2.250006019" "Sudan" "East Africa" 14.03999996 35.22000122 538 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS14449" "IS14449.70MUKAAXX.2.250006046" "Sudan" "East Africa" 14.03999996 35.22000122 538 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS14478" "IS14478.70MUKAAXX.2.250006051" "South Sudan" "East Africa" 8.409999847 32.06000137 403 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS14556" "IS14556.70MUKAAXX.2.250006075" "Ethiopia" "East Africa" 4.510000229 35.97999954 366 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS14564" "IS14564.MRG.4.250047679" "Sudan" "East Africa" 14.03999996 35.22000122 538 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS14567" "IS14567.MRG.4.250047680" "Sudan" "East Africa" 13.82999992 35.43000031 627 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS14635" "IS14635.C1AB3ACXX.7.250138422" "Ethiopia" "East Africa" 9.010000229 40.24000168 961 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS1464" "IS1464.C1AB3ACXX.7.250137264" "India" "South Asia" 16.97999954 77.72000122 507 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS1469" "IS1469.C1AB3ACXX.7.250137265" "India" "South Asia" 15.72999954 79.27999878 148 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS14719" "IS14719.MRG.4.250047681" "Ethiopia" "East Africa" 6.03000021 37.54999924 1293 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS1472" "IS1472.C1AB3ACXX.7.250137266" "India" "South Asia" 10.96000004 78.08000183 127 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS14724" "IS14724.C1AB3ACXX.7.250138424" "Ethiopia" "East Africa" 5.289999962 37.34999847 1867 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS14735" "IS14735.70MUKAAXX.2.250006039" "Ethiopia" "East Africa" 5.380000114 37.93000031 1801 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS1477" "IS1477.C1AB3ACXX.7.250137267" "India" "South Asia" 11.46000004 77.44999695 216 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS1520" "IS1520.C1AB3ACXX.7.250137268" "India" "South Asia" 14.89000034 79.98999786 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS1523" "IS1523.C1AB3ACXX.7.250137269" "India" "South Asia" 13.18000031 79.62999725 76 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS1540" "IS1540.C1AB3ACXX.7.250137270" "India" "South Asia" 11.26000023 78.51000214 176 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17149" "IS17149.C1AB3ACXX.7.250138425" "Nigeria" "West Africa" 5.570000172 8.079999924 95 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17185" "IS17185.C1AB3ACXX.7.250138426" "Nigeria" "West Africa" 11.52000046 13.68000031 328 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17195" "IS17195.C1AB3ACXX.7.250138427" "Nigeria" "West Africa" 8.079999924 3.910000086 319 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17196" "IS17196.C1AB3ACXX.7.250138428" "Nigeria" "West Africa" 7.360000134 9.050000191 223 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17669" "IS17669.C1AB3ACXX.7.250138429" "India" "South Asia" 18.29999924 80.55000305 75 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17671" "IS17671.C1AB3ACXX.7.250138430" "India" "South Asia" 17.82999992 80.19000244 335 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17749" "IS17749.C1AB3ACXX.7.250138431" "India" "South Asia" 15.44999981 77.66000366 460 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17752" "IS17752.C1AB3ACXX.7.250138432" "India" "South Asia" 15.48999977 80.04000092 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17766" "IS17766.C1AB3ACXX.7.250138433" "India" "South Asia" 14.14999962 79.84999847 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17815" "IS17815.C1AB3ACXX.7.250138434" "India" "South Asia" 17.62999916 80.91999817 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17819" "IS17819.C1AB3ACXX.7.250138435" "India" "South Asia" 17.52000046 82.19999695 179 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17857" "IS17857.C1AB3ACXX.7.250138436" "India" "South Asia" 18.06999969 82.66000366 920 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17864" "IS17864.C1AB3ACXX.7.250138437" "India" "South Asia" 18.86000061 84.47000122 31 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17872" "IS17872.C1AB3ACXX.7.250138438" "India" "South Asia" 20.75 86.30999756 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17885" "IS17885.C1AB3ACXX.7.250138439" "India" "South Asia" 18.77000046 83.88999939 64 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17891" "IS17891.C1AB3ACXX.7.250138440" "India" "South Asia" 17.25 81.63999939 27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17896" "IS17896.C1AB3ACXX.7.250138441" "India" "South Asia" 18.25 83.5 80 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17905" "IS17905.C1AB3ACXX.7.250138442" "India" "South Asia" 19.15999985 83.41000366 219 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17909" "IS17909.C1AB3ACXX.7.250138443" "India" "South Asia" 17.32999992 76.83000183 467 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17912" "IS17912.C1AB3ACXX.7.250138444" "India" "South Asia" 20.06999969 83.08999634 198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17917" "IS17917.C1AB3ACXX.7.250138445" "India" "South Asia" 26.37999916 72.48999786 268 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17919" "IS17919.C1AB3ACXX.7.250138446" "India" "South Asia" 26.92000008 71.90000153 247 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17920" "IS17920.C1AB3ACXX.7.250138447" "India" "South Asia" 26.90999985 70.91000366 244 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17921" "IS17921.C1AB3ACXX.7.250138448" "India" "South Asia" 25.34000015 72.61000061 497 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17922" "IS17922.C1AB3ACXX.7.250138449" "India" "South Asia" 25.29999924 73.12999725 253 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17925" "IS17925.C1AB3ACXX.7.250138450" "India" "South Asia" 27.5 73.5 309 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17926" "IS17926.C1AB3ACXX.7.250138451" "India" "South Asia" 27.06999969 75.68000031 438 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17929" "IS17929.C1AB3ACXX.7.250138452" "India" "South Asia" 23.20000076 73.55999756 96 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17930" "IS17930.C1AB3ACXX.7.250138453" "India" "South Asia" 23.20000076 76.55999756 475 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17933" "IS17933.C1AB3ACXX.7.250138454" "India" "South Asia" 25.95999908 75.15000153 354 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17937" "IS17937.C1AB3ACXX.7.250138455" "India" "South Asia" 26.65999985 73.70999908 316 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17941" "IS17941.MRG.4.250047478" "India" "South Asia" 26.54999924 76.66999817 246 75.6074066162109 76.3694381713867 254.567596435547 249.677062988281 74.6080169677734 61.0394821166992 425.359527587891 431.339050292969 318.809875488281 297.074951171875 260.741485595703 271.644958496094 74.7958297729492 50.3636703491211 257 6242 139 418 79 292 243 331 170 686 151 600 11 19 255 265 1 195.333333333333 329 292.666666666667 212.333333333333 20 48 600 18 TRUE 89 3834 24.9012015823158 11.9233464217067 -0.133333333333333 0.473333333333333
"IS17942" "IS17942.C1AB3ACXX.7.250138456" "India" "South Asia" 25.76000023 73.33000183 215 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17958" "IS17958.C1AB3ACXX.7.250138457" "India" "South Asia" 19.71999931 77.13999939 454 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS17980" "IS17980.MRG.4.250047479" "India" "South Asia" 20.70000076 77 282 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 274 4098 133 424 130 274 285 332 223 759 118 530 18 24 148 211 5 249.666666666667 332.666666666667 274 239 20 148 530 61 TRUE 119 4030 25.4443476230457 13.1375313546551 -0.486666666666667 0.133333333333333
"IS18039" "IS18039.MRG.4.250047480" "India" "South Asia" 20.70000076 77 282 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 274 4098 133 424 130 274 285 332 223 759 118 530 18 24 148 211 5 249.666666666667 332.666666666667 274 239 20 148 530 61 TRUE 119 4030 25.4443476230457 13.1375313546551 -0.486666666666667 0.133333333333333
"IS18234" "IS18234.C1AB3ACXX.7.250138458" "Bangladesh" "South Asia" 23.3629599 89.9343761 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS18235" "IS18235.C1AB3ACXX.7.250138459" "Bangladesh" "South Asia" 23.7230568 90.4086151 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS18236" "IS18236.C1AB3ACXX.7.250138460" "Bangladesh" "South Asia" 23.15999985 89.20999908 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS18238" "IS18238.C1AB3ACXX.7.250138461" "Bangladesh" "South Asia" 25.0880864 90.0906372 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS18295" "IS18295.C1AB3ACXX.7.250138462" "Niger" "West Africa" 14.03999996 5.570000172 357 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS18303" "IS18303.C1AB3ACXX.7.250138463" "Niger" "West Africa" 13.38000011 4.019999981 246 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS18822" "IS18822.C1AB3ACXX.7.250138464" "Sudan" "East Africa" 13.47999954 32.25 398 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS18948" "IS18948.MRG.4.250047689" "India" "South Asia" 27.44000053 77.73999786 173 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19016" "IS19016.70MUKAAXX.2.250006066" "Sudan" "East Africa" 11.18999958 24.14999962 559 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19026" "IS19026.628P7AAXX.7.250007103" "Sudan" "East Africa" 11.18999958 24.14999962 559 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19041" "IS19041.70MUKAAXX.2.250006078" "Sudan" "East Africa" 11.18999958 24.14999962 559 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19126" "IS19126.D0D0HACXX.5.250046083" "Sudan" "East Africa" 11.18999958 24.14999962 559 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19132" "IS19132.628NVAAXX.5.250006905" "Sudan" "East Africa" 11.18999958 24.14999962 559 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19153" "IS19153.MRG.4.250047481" "Sudan" "East Africa" 11.18999958 24.14999962 559 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19262" "IS19262.D0D0HACXX.5.250046084" "Sudan" "East Africa" 11.18999958 24.14999962 559 71.6814727783203 76.12646484375 159.077423095703 168.481063842773 69.8705825805664 36.6303024291992 575.032592773438 610.505065917969 173.439880371094 175.646774291992 251.795516967773 213.880554199219 79.2607727050781 41.9871520996094 266 2112 177 394 121 259 256 294 240 643 123 469 0 0 140 184 0 256.666666666667 294.666666666667 259.666666666667 253.666666666667 0 140 469 34 TRUE 159 2872 22.7688288866633 12.561173412989 -0.6 0.193333333333333
"IS19477" "IS19477.C1AB3ACXX.7.250138465" "South Sudan" "East Africa" 4.090000153 30.68000031 823 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19485" "IS19485.C1AB3ACXX.7.250138466" "South Sudan" "East Africa" 5.230000019 30.13999939 643 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19494" "IS19494.C1AB3ACXX.7.250138467" "South Sudan" "East Africa" 8.529999733 29.10000038 393 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19507" "IS19507.C1AB3ACXX.7.250138468" "South Sudan" "East Africa" 5.349999905 27.27000046 668 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19513" "IS19513.C1AB3ACXX.7.250138469" "South Sudan" "East Africa" 4.849999905 31.61000061 470 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19520" "IS19520.C1AB3ACXX.7.250138470" "South Sudan" "East Africa" 7.340000153 27.53000069 475 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19677" "IS19677.C1AB3ACXX.7.250138471" "India" "South Asia" 19.19000053 81.93000031 550 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19680" "IS19680.C1AB3ACXX.7.250138472" "India" "South Asia" 18.39999962 81.66000366 203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19685" "IS19685.628NVAAXX.5.250006977" "India" "South Asia" 21.10000038 80.91000366 308 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19698" "IS19698.C1AB3ACXX.7.250138473" "India" "South Asia" 19.70999908 81.23999786 550 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS19700" "IS19700.C1AB3ACXX.7.250138474" "India" "South Asia" 22.59000015 80.55999756 649 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
